E_COORD;N_COORD;AS18_4
2642800;1176900;4
2642800;1177300;4
2645000;1179900;3
2645300;1162700;2
2645300;1164900;3
2645300;1165000;3
2645300;1167800;2
2645600;1157100;4
2643800;1153300;4
2643800;1155800;4
2644300;1173500;3
2644300;1174600;3
2639900;1159500;2
2639900;1162000;2
2639900;1164100;3
2639900;1170000;4
2640600;1160000;4
2656000;1171000;3
2656000;1177700;3
2656000;1179200;2
2656500;1172000;3
2656500;1174800;2
2656500;1175900;1
2657300;1153200;4
2657300;1154600;4
2657300;1156200;4
2657300;1165500;4
2652700;1150900;4
2652700;1154800;4
2652700;1160600;4
2651000;1151700;4
2651000;1158200;4
2651300;1152200;4
2651300;1154700;4
2651300;1157900;4
2653000;1165700;4
2653000;1175400;3
2653000;1176000;3
2653000;1177900;3
2653800;1151200;4
2653800;1152700;4
2654100;1173200;2
2654100;1175300;3
2654100;1175500;3
2654100;1176500;2
2654100;1178600;3
2654100;1179400;2
2650100;1175900;3
2650100;1179600;2
2650400;1166700;2
2650400;1179600;3
2658000;1150600;4
2636600;1172000;4
2636600;1173100;4
2636600;1174800;3
2636600;1179200;2
2635500;1160800;3
2635500;1167600;2
2635500;1168900;3
2635500;1173200;2
2636200;1156200;3
2636200;1156800;3
2636200;1158600;2
2636200;1162300;2
2631500;1150400;4
2631500;1154200;3
2632400;1173100;3
2630900;1168400;3
2631900;1150500;4
2646600;1155100;4
2646900;1152700;4
2646300;1165300;3
2646300;1168100;2
2646300;1170900;2
2646600;1161700;3
2646600;1170900;2
2647200;1151900;4
2647200;1156100;4
2643500;1177800;4
2641700;1156300;4
2642400;1159300;4
2642400;1160300;2
2642400;1163000;2
2642400;1172000;4
2644600;1152100;4
2645300;1178400;1
2645600;1160800;4
2645600;1163600;2
2643800;1164100;1
2643800;1167400;2
2643800;1171700;2
2641300;1162000;3
2639900;1173800;4
2640600;1172600;3
2657300;1169500;4
2657300;1179200;3
2655400;1150700;4
2655400;1153200;4
2655400;1155100;4
2655700;1157500;4
2655700;1158700;4
2652700;1165100;4
2652700;1165800;4
2650700;1150900;4
2650700;1155400;4
2651300;1167000;4
2651300;1167400;2
2651300;1173800;2
2651600;1163900;4
2651600;1177800;4
2654600;1150300;4
2654900;1174500;3
2654900;1176500;2
2653500;1151900;4
2653500;1155500;4
2653800;1168300;4
2660000;1150100;4
2660000;1153100;4
2658000;1155400;4
2658000;1160300;4
2658500;1169700;2
2659000;1158900;4
2659000;1159200;4
2659500;1150000;4
2659500;1160600;4
2659500;1161400;4
2636900;1155900;4
2636900;1160000;3
2635000;1152000;2
2635500;1177200;3
2631900;1151100;4
2631900;1152000;4
2631900;1153000;4
2630900;1175100;3
2631500;1175400;2
2631900;1155000;2
2631900;1165900;3
2647200;1162200;4
2647200;1163000;3
2647500;1156900;4
2647500;1157600;4
2647500;1159500;4
2647500;1160000;4
2647500;1160800;4
2646300;1179900;3
2646600;1180000;3
2646900;1171600;4
2643100;1154600;4
2643100;1168900;4
2641700;1165500;3
2641700;1166400;4
2641700;1168300;2
2641700;1177000;4
2641700;1178000;2
2641700;1179600;2
2642000;1157300;4
2642400;1177900;4
2644600;1161000;4
2644600;1170900;3
2644600;1172300;3
2643800;1176300;4
2643900;1156400;4
2644900;1154400;4
2641300;1166000;3
2641300;1171200;2
2641300;1177300;4
2640200;1164900;3
2640900;1154200;4
2640900;1158800;2
2656200;1156200;4
2656200;1163000;4
2656700;1151400;4
2656700;1153300;4
2656700;1157500;4
2657000;1152500;4
2655400;1174400;2
2650700;1169300;2
2650700;1172300;4
2650700;1175800;3
2651300;1179000;3
2651300;1179500;3
2653800;1168600;4
2653800;1177800;3
2654600;1153000;4
2654600;1154800;4
2654600;1159500;4
2654600;1164200;4
2653500;1165600;4
2653500;1167300;4
2653500;1170500;3
2660000;1156300;4
2660000;1162200;4
2660000;1165800;3
2660000;1168500;4
2658000;1166400;3
2658000;1171800;4
2658000;1177300;2
2658500;1176200;2
2658500;1178200;2
2658500;1178500;3
2659000;1164600;4
2659000;1165700;4
2659000;1172000;4
2659500;1171900;3
2636900;1165800;3
2636900;1167300;2
2636900;1168500;4
2635000;1167700;2
2635000;1173800;3
2635800;1155900;3
2635800;1156900;1
2635800;1158700;4
2635800;1164200;3
2631900;1168700;3
2631900;1178000;3
2632300;1159500;2
2646900;1180000;2
2647200;1169900;4
2647200;1177700;2
2647500;1163600;2
2647500;1164600;2
2647500;1166600;4
2647500;1169400;4
2647500;1171500;4
2647500;1172900;2
2647800;1163600;3
2647800;1166700;2
2647800;1167000;2
2647800;1170600;4
2645900;1162300;3
2643400;1151100;4
2642000;1159400;2
2642000;1164900;1
2642000;1168300;2
2642000;1172800;3
2644900;1162400;3
2644900;1162600;2
2643900;1172400;2
2643900;1173000;3
2643900;1177600;4
2644200;1158000;4
2644200;1158500;4
2639300;1161200;4
2639300;1161700;2
2639300;1163400;2
2639300;1163600;4
2639300;1165500;3
2639300;1166000;3
2655700;1173700;4
2656200;1167200;4
2656200;1169100;4
2656200;1169500;4
2656700;1161500;4
2656700;1164900;4
2657000;1168500;4
2653200;1158500;4
2653200;1165600;4
2653200;1170900;3
2653200;1171100;2
2653500;1176000;3
2653500;1178700;1
2654600;1169300;4
2660000;1173600;3
2636500;1156500;3
2635000;1176000;2
2635000;1176300;2
2635800;1167000;4
2635800;1177300;2
2636500;1162200;2
2636500;1162500;3
2636500;1169900;3
2636500;1173500;3
2630800;1155100;2
2631000;1151400;4
2631000;1154000;2
2631400;1159100;2
2632300;1174900;2
2632700;1159800;4
2647500;1177200;1
2648000;1150500;4
2648000;1153700;4
2648000;1158100;4
2648000;1174500;3
2645900;1175200;3
2643400;1154700;4
2643400;1156500;4
2643400;1157600;4
2643400;1158800;4
2642000;1175300;4
2642700;1177300;4
2644900;1167100;2
2644900;1171700;4
2645200;1153700;4
2645200;1155000;4
2640900;1165300;1
2640900;1177100;4
2640900;1177600;3
2639800;1151400;4
2639800;1154500;4
2639800;1157600;3
2639800;1161700;2
2640500;1150100;4
2640500;1150800;4
2652000;1154200;4
2652000;1156900;4
2652300;1156200;4
2652300;1162500;4
2652300;1163200;4
2652300;1164900;4
2654300;1153900;4
2654300;1156800;4
2654300;1160700;4
2654300;1165300;4
2655100;1153000;4
2655100;1154500;4
2655100;1157800;4
2652900;1152400;4
2654000;1151400;4
2658200;1163100;4
2658200;1166500;3
2658200;1167000;4
2658200;1168500;3
2658700;1151300;4
2659200;1154200;4
2659700;1153100;4
2659700;1156300;4
2659700;1161700;4
2658200;1175600;3
2635400;1156800;4
2635400;1159300;3
2635400;1164700;1
2635800;1179600;3
2636100;1153500;2
2636100;1155900;4
2636800;1150000;4
2636800;1150900;4
2634900;1155000;2
2630800;1168300;3
2630800;1175800;2
2631000;1165900;3
2631000;1166700;3
2631400;1171100;3
2631800;1154300;2
2632700;1170400;2
2632700;1171800;3
2632700;1178100;3
2631000;1174600;2
2631000;1179900;2
2631400;1178000;3
2631800;1168700;3
2631800;1169100;1
2643400;1173900;3
2641600;1150900;4
2642300;1154300;4
2642300;1154400;4
2642300;1155400;4
2642300;1162800;3
2642300;1164100;3
2642300;1164200;3
2642700;1178100;4
2645200;1163600;1
2645200;1167300;4
2645500;1157500;4
2643700;1157900;4
2643700;1160400;4
2644500;1156100;4
2644500;1159400;4
2645200;1175500;3
2645500;1161400;4
2645500;1169700;2
2645500;1172600;3
2645800;1156300;4
2643700;1169700;4
2643700;1178900;1
2643700;1179500;3
2640500;1152100;4
2641200;1150000;4
2641200;1152200;4
2656700;1179200;3
2657000;1171500;3
2657000;1175300;1
2652000;1162200;4
2652300;1173400;2
2652300;1176800;2
2654300;1170800;2
2655100;1176300;2
2652900;1157100;4
2652900;1158000;4
2653700;1151500;4
2654000;1163800;4
2654000;1169600;3
2648500;1152400;4
2648500;1161400;4
2648800;1151400;4
2648800;1160500;4
2649100;1153700;4
2649100;1154000;4
2659200;1161600;4
2659200;1161800;4
2659200;1163400;4
2659200;1163600;4
2659200;1168400;3
2659200;1168700;3
2659200;1170800;2
2659700;1172800;2
2659700;1174500;3
2659700;1177600;3
2633200;1175400;2
2633200;1177400;3
2633600;1165000;3
2633600;1169900;2
2634000;1164400;4
2634000;1168500;3
2634000;1169600;2
2635400;1172000;4
2635400;1178600;3
2635400;1179000;3
2636100;1161400;3
2636100;1163000;3
2636100;1163700;3
2636100;1166900;2
2636800;1161500;1
2636800;1163900;3
2636800;1164900;2
2634900;1158600;3
2634900;1161300;3
2634900;1162300;3
2634900;1170100;2
2635700;1150500;4
2632200;1151900;4
2632200;1152400;4
2631800;1174500;2
2631800;1175500;2
2631800;1177500;3
2631800;1180000;3
2646500;1154600;4
2646200;1161200;4
2646200;1166800;2
2646200;1173800;2
2646500;1159900;4
2646500;1164400;1
2646500;1165700;3
2646500;1169200;4
2646500;1170500;2
2646800;1158100;4
2646800;1158200;4
2641600;1162800;2
2641600;1168000;2
2641600;1172600;2
2642300;1174000;2
2639800;1165900;3
2639800;1167500;4
2639800;1178300;2
2640500;1165800;2
2640500;1168200;4
2657600;1150800;4
2657600;1156400;4
2657600;1156600;4
2655400;1177200;3
2655400;1177500;3
2655400;1179300;2
2655900;1156900;4
2655900;1158000;4
2655900;1158400;4
2656400;1156500;4
2656400;1161000;4
2657600;1165900;4
2657600;1172800;3
2657600;1179000;3
2651200;1155400;4
2651500;1151400;4
2651500;1151500;4
2651800;1155300;4
2652000;1174000;2
2652000;1174800;3
2652000;1178900;2
2652900;1172400;4
2654000;1175700;3
2654800;1172900;2
2654800;1174400;4
2654800;1175600;2
2654800;1176900;2
2649100;1155100;4
2649400;1152200;4
2649400;1157000;4
2649700;1150600;4
2649700;1157800;4
2649700;1158400;4
2650000;1158100;4
2650000;1158500;4
2650000;1159000;4
2650000;1161100;4
2650300;1150300;4
2650300;1154500;4
2650300;1160800;4
2648200;1162300;4
2648200;1163500;3
2648500;1168100;2
2648800;1172600;4
2649100;1166100;2
2649100;1168100;2
2649100;1170300;4
2658700;1179500;2
2659700;1178300;3
2633600;1179600;3
2634000;1173200;3
2634000;1176500;4
2634000;1177600;2
2634500;1150300;4
2634500;1153900;3
2634500;1154800;2
2634500;1156900;2
2635700;1154800;3
2636100;1175500;3
2636100;1179200;2
2634900;1176900;3
2635700;1163400;3
2632200;1160200;2
2632200;1162600;2
2632200;1164300;2
2632200;1165500;3
2632200;1170000;3
2631300;1152000;4
2631300;1163100;4
2647400;1157400;4
2647700;1152300;4
2646200;1177800;4
2646800;1169800;4
2647400;1168000;2
2647700;1153100;4
2647700;1155200;4
2644500;1165700;3
2644500;1170900;2
2644500;1175900;3
2641200;1159600;2
2640100;1153000;4
2640100;1158100;4
2640800;1151000;4
2640800;1154000;4
2641200;1172400;3
2641200;1179800;2
2655900;1167000;4
2655900;1174700;3
2655900;1177300;2
2655900;1179100;2
2655900;1179600;3
2656400;1169900;4
2656400;1170200;4
2656400;1175100;4
2656400;1176000;1
2655600;1150800;4
2652600;1154800;4
2652600;1163900;4
2650600;1153300;4
2650900;1156600;4
2650900;1159400;4
2650900;1161500;4
2650900;1166300;4
2650900;1167800;2
2651200;1164700;4
2651200;1166300;4
2651200;1169200;4
2651500;1168400;2
2651500;1171200;2
2651800;1166700;4
2651800;1168500;2
2651800;1171700;4
2651800;1172300;2
2653400;1150300;4
2653400;1161200;4
2653700;1169900;1
2654500;1151600;4
2654500;1160300;4
2654500;1163300;4
2655300;1177000;3
2649400;1173500;2
2649700;1166600;3
2649700;1168300;2
2649700;1172100;4
2649700;1172500;4
2650300;1162200;4
2650300;1163200;4
2650300;1169200;2
2650300;1169800;2
2650300;1170900;2
2648200;1176500;2
2649400;1171600;4
2657900;1155200;4
2658400;1155000;4
2658400;1156100;4
2658400;1162500;4
2658900;1154900;4
2659900;1150600;4
2657900;1166600;4
2657900;1171700;4
2658400;1172200;4
2658400;1179000;2
2634500;1169300;2
2634500;1171200;4
2634500;1173400;3
2636400;1154100;3
2636400;1154200;3
2636400;1155900;4
2636400;1157600;3
2636400;1159500;2
2636400;1161500;3
2636400;1161900;3
2635300;1153800;4
2635300;1155100;2
2635300;1157400;3
2635700;1173400;3
2635700;1176900;2
2632600;1157500;2
2632600;1165300;3
2632600;1170500;1
2647400;1172800;4
2647400;1178300;3
2641900;1153500;4
2641900;1167500;2
2645500;1173300;3
2644800;1157000;4
2644800;1159700;4
2644800;1167800;4
2640100;1162100;2
2640100;1175800;4
2640800;1161400;3
2657200;1170200;4
2656100;1153500;4
2656100;1155800;4
2656100;1158600;4
2652600;1169100;3
2652600;1178900;3
2652600;1179300;3
2650600;1172800;4
2650600;1173700;4
2650900;1172700;4
2650900;1179300;3
2651200;1172500;4
2651200;1175400;2
2651200;1179000;3
2651500;1173400;4
2651500;1176200;2
2651800;1178300;3
2651800;1179000;3
2655300;1177400;3
2655300;1178600;1
2655300;1179000;2
2653400;1167900;4
2653400;1171600;2
2653400;1174400;3
2653400;1178600;1
2654200;1153800;4
2649700;1177000;2
2649700;1179400;3
2650000;1179000;3
2626900;1161100;4
2627300;1163100;4
2627300;1163400;4
2627300;1165000;3
2627300;1169900;4
2627300;1173700;3
2627300;1174000;3
2627700;1155000;4
2627700;1165800;2
2628100;1155900;4
2626900;1164600;4
2626900;1169200;4
2626900;1171300;3
2623200;1163500;3
2623600;1170900;3
2624000;1179100;3
2624000;1179200;3
2638600;1162800;2
2637900;1164700;3
2637900;1167100;3
2637900;1175800;3
2634000;1170100;2
2634000;1174800;3
2634500;1154300;3
2634500;1158800;4
2636100;1175300;3
2636100;1179600;4
2636400;1151300;4
2634900;1176300;3
2635700;1160100;3
2632700;1170100;2
2632700;1171000;1
2631000;1178900;3
2631800;1160600;2
2631800;1162700;2
2646200;1168600;2
2646200;1170800;2
2646200;1172200;2
2646500;1161100;4
2646800;1154700;4
2646800;1158400;4
2646800;1164600;2
2647100;1150700;4
2647100;1153000;4
2647100;1153300;4
2647100;1156000;4
2647400;1154200;4
2621700;1178400;2
2621700;1178900;3
2622300;1156700;3
2622300;1163700;2
2620900;1179800;1
2629100;1170400;3
2629100;1177800;2
2629500;1160900;4
2629500;1162000;4
2629900;1152000;4
2624800;1175200;2
2625500;1153400;2
2627700;1170400;4
2627700;1170600;3
2627700;1174400;4
2628100;1163000;2
2628500;1155700;4
2628500;1161600;4
2626900;1179300;3
2622800;1172100;4
2622800;1178900;3
2623200;1176600;3
2623200;1179200;3
2623600;1179900;3
2622400;1167400;2
2622400;1176300;2
2638600;1166300;3
2638600;1170400;3
2637500;1152700;4
2637500;1154100;4
2637500;1155100;4
2638200;1150000;4
2638200;1150900;4
2634500;1163400;3
2634500;1166700;3
2636400;1153600;3
2636400;1154000;4
2636400;1154800;3
2636400;1157300;3
2636400;1159300;1
2636400;1160100;1
2636400;1161200;3
2635300;1151900;3
2635300;1154400;3
2635300;1157200;4
2635300;1162100;3
2635300;1164700;2
2632200;1166400;3
2632200;1170400;1
2632200;1170500;2
2646200;1175700;2
2646200;1177700;4
2646500;1172300;2
2646800;1167800;2
2646800;1168700;2
2646800;1169900;2
2647100;1167000;3
2622300;1170100;4
2622300;1175500;3
2622300;1177400;3
2629500;1172600;2
2629500;1174000;2
2629900;1156400;4
2629900;1170300;2
2630300;1153900;4
2630300;1156400;4
2630300;1161700;2
2630600;1160100;4
2630600;1164800;3
2630600;1177400;3
2630600;1178400;3
2629000;1156200;4
2625900;1156300;2
2626300;1157600;4
2625500;1165700;3
2625500;1168100;4
2625900;1160100;2
2625900;1163000;3
2628500;1173800;3
2627200;1153000;2
2623900;1153600;2
2624300;1151600;4
2638900;1151200;4
2639100;1155000;4
2639100;1155300;4
2637100;1158800;3
2637100;1163700;3
2637500;1160900;3
2637500;1163900;3
2637500;1167300;2
2637500;1167600;2
2638200;1163900;3
2638200;1164100;2
2638200;1165900;4
2633100;1153300;4
2633100;1155700;2
2633900;1152200;4
2633100;1164200;3
2635700;1176300;3
2636400;1167800;4
2636400;1174000;3
2636400;1174200;3
2636400;1178300;3
2635200;1152200;3
2635300;1167900;3
2635300;1178700;3
2636000;1152900;3
2632600;1150100;4
2631300;1150700;4
2631300;1155800;2
2632200;1174300;2
2632200;1177800;2
2642100;1160200;2
2642100;1162200;3
2642800;1157000;4
2643500;1151300;4
2643500;1154200;4
2641400;1160800;3
2641400;1161000;3
2641400;1168700;4
2641400;1170000;2
2621200;1153500;4
2621600;1151100;4
2621600;1156800;3
2622000;1153600;2
2622000;1160500;2
2620400;1159800;3
2620400;1169000;3
2620800;1157500;4
2620800;1158600;2
2630300;1173200;3
2626300;1168600;4
2626300;1168700;4
2626300;1172300;3
2626300;1175400;3
2624700;1155400;3
2625100;1171300;2
2625100;1175500;4
2625100;1177200;2
2625500;1172000;3
2625500;1176400;2
2625900;1176900;3
2625900;1179600;3
2627200;1156600;4
2627600;1151800;4
2626800;1150700;4
2626800;1151400;4
2626800;1158300;4
2622700;1151600;2
2622700;1154300;2
2622700;1155700;2
2622700;1161500;2
2623900;1156300;2
2623900;1161300;4
2624300;1163000;3
2622700;1150200;2
2638200;1167200;3
2638900;1165800;4
2638900;1168800;4
2639100;1162500;2
2639100;1178500;2
2637100;1174400;3
2637100;1175300;4
2637500;1179000;3
2637800;1152500;4
2637800;1152900;4
2633500;1166100;3
2633500;1170200;1
2633500;1171300;1
2633500;1173600;3
2633900;1158200;2
2633900;1159600;4
2633900;1163300;3
2633900;1165600;3
2634400;1154200;4
2636000;1159100;3
2635200;1171300;4
2635200;1172900;2
2635200;1179500;3
2631300;1165500;3
2631300;1168300;2
2631300;1170000;2
2632600;1162500;2
2647400;1179300;3
2647700;1175900;3
2642400;1150000;4
2642400;1154100;4
2642400;1158800;4
2642800;1175500;4
2642800;1178100;4
2643500;1178000;4
2621200;1158000;3
2621200;1159000;2
2621200;1167400;2
2621600;1164600;1
2621600;1169000;4
2621600;1171600;4
2622000;1169200;4
2622000;1170600;4
2622000;1177800;2
2624700;1157700;3
2624700;1159700;2
2623100;1159400;3
2623100;1167800;2
2623500;1164900;3
2623500;1172600;3
2622700;1169200;4
2622700;1171700;4
2622700;1176100;2
2637800;1163200;2
2638500;1158100;3
2638500;1167700;3
2638900;1177600;4
2638900;1178800;2
2634800;1160200;2
2634800;1165900;3
2633000;1151500;4
2636000;1168600;3
2636000;1170400;3
2636000;1173000;1
2636700;1167100;2
2631700;1155600;2
2631700;1156800;4
2631700;1158300;4
2631700;1158500;2
2632600;1176100;2
2631300;1179700;2
2648100;1151300;4
2648100;1156500;4
2648100;1157400;4
2641700;1151000;4
2641700;1160200;2
2641700;1161500;3
2642400;1162400;2
2642400;1162500;3
2642400;1164300;3
2642400;1169900;2
2642400;1170000;2
2643100;1155000;4
2643100;1157000;4
2643100;1158100;4
2621200;1178600;3
2620400;1175200;2
2620400;1176100;3
2620400;1178200;3
2629400;1174000;3
2629400;1178200;4
2629800;1153200;4
2629800;1154900;2
2629800;1159200;4
2624700;1178300;3
2624700;1179200;2
2627200;1176700;2
2627600;1170000;4
2628000;1156500;4
2622700;1179200;3
2623100;1171600;1
2623500;1177700;3
2637800;1175000;3
2637800;1175400;3
2637800;1179400;3
2638100;1150000;4
2638500;1174700;4
2638500;1179600;3
2637400;1152600;4
2637400;1155000;4
2637400;1161800;3
2634800;1170700;1
2634800;1174000;3
2633000;1156000;2
2633000;1156500;2
2633000;1156900;2
2636700;1170200;3
2636700;1178200;2
2635600;1159800;3
2636300;1151000;4
2636300;1152700;3
2636300;1155100;4
2631700;1165900;3
2632100;1152200;4
2632100;1152300;4
2632100;1158400;4
2632100;1159400;2
2632100;1160100;4
2632100;1160900;3
2648100;1165100;2
2648100;1173700;4
2646100;1153700;4
2642100;1177800;4
2642100;1178400;3
2642800;1163600;2
2643500;1168800;4
2641400;1172200;3
2641400;1173300;3
2641400;1174000;3
2620800;1176000;2
2620800;1178300;3
2629800;1167300;3
2629800;1168500;4
2629800;1168800;4
2629800;1168900;4
2628900;1159500;4
2629800;1175700;3
2629800;1178300;2
2625800;1157400;2
2626600;1152900;2
2626600;1157100;2
2625000;1157700;3
2625400;1156000;2
2626200;1172900;3
2626200;1173500;2
2626200;1173600;4
2626200;1174100;2
2626200;1174600;3
2626800;1166700;2
2627600;1171800;3
2628000;1169000;4
2628000;1170800;3
2623800;1151900;4
2624200;1151000;2
2624200;1151500;4
2624200;1155100;3
2638100;1157600;3
2638100;1160900;3
2638800;1152400;4
2638800;1159300;2
2639200;1152800;4
2639200;1154700;4
2639200;1158800;3
2633400;1153300;2
2633400;1155800;3
2633400;1156100;2
2633400;1160400;4
2633800;1150400;4
2633800;1152000;4
2633800;1152100;4
2634200;1153700;3
2635600;1167300;2
2636300;1171000;4
2631700;1179300;3
2632100;1162700;2
2632100;1172800;4
2632100;1173100;3
2631200;1158100;2
2631200;1166800;3
2631600;1150800;4
2646700;1157100;4
2647300;1150200;4
2646100;1175600;3
2647400;1160000;4
2647400;1162700;4
2647400;1165000;2
2647400;1165500;2
2647700;1157800;4
2647700;1158200;4
2647700;1158600;4
2641900;1160100;2
2643300;1152000;4
2643300;1152300;4
2643300;1154100;4
2621500;1153300;4
2621500;1155500;4
2621900;1155100;4
2621100;1163600;2
2620300;1153200;3
2620300;1158100;3
2630200;1166000;2
2630200;1179900;4
2628900;1164100;2
2628900;1167300;3
2629300;1151700;4
2629300;1159700;4
2626600;1165900;3
2626600;1166500;3
2626600;1172300;3
2626600;1173300;3
2625000;1161200;4
2625000;1163700;3
2625400;1175200;2
2625400;1175700;4
2625400;1176400;2
2625800;1174700;2
2624600;1155500;2
2624600;1156600;1
2628000;1173700;2
2628000;1177600;2
2628400;1152400;4
2628400;1152800;4
2628400;1161600;4
2623400;1152000;4
2623400;1152300;4
2623400;1154200;2
2623400;1157700;3
2623800;1158700;3
2623800;1158800;3
2624200;1167700;4
2637400;1166200;3
2637400;1174700;3
2638100;1174400;4
2638800;1170900;3
2638800;1172800;4
2639200;1175100;4
2639200;1180000;3
2633000;1169600;1
2633000;1176800;2
2633400;1178300;2
2633800;1157100;2
2633800;1158900;2
2634200;1161000;2
2634200;1165600;3
2634200;1167200;3
2637000;1163300;3
2637000;1164800;2
2637000;1166800;2
2637000;1168300;4
2637000;1170500;3
2635900;1155000;2
2632500;1162400;4
2632500;1162600;2
2632500;1166100;3
2631200;1171500;3
2631200;1172600;2
2631200;1175500;3
2631200;1177300;3
2631600;1153800;3
2631600;1166400;3
2631600;1166800;3
2646400;1172300;2
2646400;1175400;3
2646400;1178600;3
2646700;1166500;2
2646700;1169700;4
2646700;1173300;4
2646700;1176800;2
2647000;1172400;4
2647300;1156600;4
2647600;1157500;4
2647600;1157900;4
2641900;1166600;2
2641900;1173800;3
2642600;1162600;3
2642600;1170600;4
2642600;1171100;2
2621100;1164700;2
2621500;1169100;4
2621500;1170200;4
2621900;1164800;2
2621900;1166700;2
2621900;1169000;4
2621900;1173400;2
2621100;1168300;1
2621100;1178900;2
2621500;1175300;3
2620300;1167800;3
2630700;1151100;4
2630700;1161100;2
2630700;1162600;4
2629300;1169000;4
2624600;1165700;3
2625000;1178100;3
2625000;1180000;3
2628400;1169800;4
2628400;1174600;3
2628400;1176300;4
2627100;1150300;4
2627500;1154200;2
2623000;1154900;3
2623000;1157000;3
2623000;1163100;3
2623000;1166700;2
2623400;1164300;3
2623800;1169000;4
2623800;1172900;3
2637700;1152900;4
2637700;1156300;4
2638400;1157300;4
2633800;1172600;3
2633800;1175100;2
2634700;1160000;2
2634700;1160900;2
2632900;1153200;2
2637000;1177400;3
2637000;1178000;2
2635100;1168300;3
2635100;1172100;4
2635900;1158200;1
2635900;1170700;1
2636600;1157700;4
2636600;1162900;2
2632000;1159600;2
2632000;1162000;2
2632000;1163100;2
2646700;1179400;3
2647000;1176000;3
2647300;1174300;2
2647300;1176700;3
2647600;1170200;4
2647600;1175100;2
2643300;1163500;2
2642200;1150400;4
2642200;1154100;4
2642200;1156900;4
2642200;1158900;4
2642200;1159000;4
2643300;1173700;3
2643300;1176600;4
2643300;1179500;3
2620700;1169800;4
2629700;1152900;4
2629700;1156400;4
2629700;1159000;4
2629700;1160100;4
2628800;1158700;2
2624600;1174500;3
2624600;1179900;3
2625700;1151000;4
2626700;1157700;3
2626700;1157800;3
2626700;1160600;2
2626700;1161300;2
2627500;1162700;2
2627500;1171400;3
2627500;1172600;3
2627500;1172900;3
2627900;1163500;2
2624500;1150800;4
2622600;1155800;3
2622600;1160100;3
2623000;1175300;2
2623000;1176500;2
2623400;1178900;1
2637700;1166000;3
2637700;1167000;3
2637700;1168200;2
2637700;1168400;2
2637700;1168900;2
2637700;1171800;4
2638400;1167600;3
2638400;1168700;4
2638400;1176600;3
2632900;1155900;2
2632900;1156900;2
2634300;1160700;2
2632900;1157800;2
2632900;1160200;2
2632900;1165800;3
2632900;1172500;3
2635500;1152800;3
2635500;1153300;3
2635500;1154400;2
2635900;1174600;3
2635900;1177300;1
2631100;1151100;4
2632000;1169500;3
2632400;1152400;4
2647900;1158000;4
2647900;1177300;4
2643600;1155500;4
2641500;1154500;4
2641500;1157300;4
2641500;1157800;4
2641500;1161300;3
2641500;1164600;3
2642200;1168200;2
2642200;1169900;4
2642900;1154100;4
2642900;1154500;4
2642900;1161900;3
2642900;1162600;3
2621400;1151400;4
2629700;1177000;3
2630100;1163400;3
2630100;1166800;3
2630100;1168500;3
2630700;1166400;4
2630700;1175800;3
2624900;1159100;2
2625300;1155500;2
2625300;1156700;2
2625300;1160700;4
2625700;1164400;3
2625700;1167700;4
2626100;1168300;4
2626100;1172200;3
2628300;1151800;4
2626700;1168800;4
2627100;1179100;3
2627500;1175100;4
2627500;1177500;4
2627900;1168800;4
2627900;1171600;3
2627900;1173400;2
2627900;1174100;3
2622600;1178300;2
2624100;1151400;4
2624100;1153700;2
2637300;1151500;4
2637700;1175700;2
2637700;1177000;4
2638000;1151100;4
2638000;1152800;4
2633300;1155500;2
2633300;1156500;3
2633300;1161000;3
2633300;1161700;2
2633300;1164800;3
2633300;1169000;2
2633700;1157300;4
2634100;1150600;4
2634100;1153500;2
2634300;1173700;3
2634300;1173900;3
2635500;1167100;2
2636200;1154700;4
2636200;1163000;3
2636900;1153400;4
2636900;1156400;4
2630900;1151400;4
2631100;1164000;2
2631500;1151300;4
2646000;1163000;2
2641800;1153200;4
2641800;1154900;4
2641800;1155000;4
2642900;1177400;4
2641800;1171600;4
2621800;1153400;4
2622200;1151200;4
2622200;1153300;4
2622200;1158200;2
2622200;1164800;2
2621000;1156100;2
2621000;1164100;2
2621400;1157800;4
2620200;1157300;2
2630500;1159600;4
2630500;1169900;2
2629200;1153600;4
2626500;1168600;4
2626500;1170100;4
2626500;1171700;3
2624900;1160600;4
2624900;1165600;3
2624900;1172300;3
2625300;1169200;4
2625300;1169800;4
2625300;1172800;3
2627900;1179700;2
2628300;1160200;4
2628300;1164900;2
2628300;1169100;4
2623300;1157500;3
2623700;1151000;2
2623700;1151200;2
2623700;1152500;4
2623700;1158500;4
2623700;1160300;4
2624100;1162600;3
2624100;1163500;3
2624100;1165300;3
2637300;1158300;3
2637300;1159200;3
2637300;1161900;3
2637300;1162300;3
2637300;1165600;4
2638700;1158200;4
2638700;1159000;2
2638700;1167200;4
2633300;1172400;2
2633300;1173100;3
2633700;1159600;2
2633700;1168400;3
2633700;1169400;2
2634100;1158400;2
2634100;1158600;3
2634100;1159100;3
2634100;1160000;4
2634100;1161500;3
2634100;1168800;3
2636900;1162900;3
2636900;1164300;2
2636900;1164800;3
2635000;1152600;3
2635000;1154500;4
2636200;1165600;3
2636200;1168400;3
2636200;1168900;3
2636900;1177100;2
2635000;1164000;3
2635000;1168300;2
2632400;1164700;4
2632400;1165100;3
2632400;1172100;3
2632400;1175500;1
2631100;1172400;3
2631100;1174100;2
